Crime,Income-Debt Ratio,Assets & Liquidity,Payment Timing,Spending rel. Income,Establishment,Debt & Obligations,Current Macroeconomic Climate,Social Media Presence,Location,Quality of Associations,Consistency,Gambling,Organization,Abnormal Purchase Hist,Real Credibility
0.47622851227485896,0.9242504187352217,0.636471788033797,0.8263929073678178,0.5208754257342625,1.0,0.8962134840491682,0.8870840573708033,0.639505645533304,0.3178087330833164,1.0,0.15159703478457942,0.3814783295042068,0.3548278922887871,0.6077130261197594,0.7917250380826646,
0.8491179279062544,0.3531119900595052,0.4644848294129519,0.5978920884801219,0.29246828738114167,0.5516144544533641,0.3773698357882507,0.1148901241099366,0.0,0.8519623934460672,0.16999701423139862,0.2824341306973168,0.8050084891502565,0.5528708410165086,0.07784978105339413,0.5288949197529045,
0.2662693019420538,0.6117767856338472,0.6035697118518494,0.4894124075062849,0.8806786395997839,0.6911277935371,0.5801597141224182,0.6921203284632402,0.9454446895014346,0.36118405612149435,0.43573194197485177,0.0779648126557167,0.18718598349272988,0.6097043948996411,0.6331781067474692,0.5680445610939323,
0.9170095660484714,0.8274659043630574,0.8126006199070418,0.7930053863898238,0.878376608694508,0.7223361908462917,0.9923534244899173,0.7568941765162847,0.4001466694904622,0.4027432395231253,0.3630211591948842,0.29326254537559104,0.038286900461054305,0.08903504615082784,0.4076072478612263,0.925596638292661,
0.512341110854921,0.0,0.14605203162393332,3.277121903214053e-05,0.0,0.3500850043409197,0.009841889477526004,0.0,0.21587612442580031,0.43518935895769645,0.2387124548663803,1.0,0.752326728958309,1.0,0.664898135019113,0.07103605819788694,
0.49464179097629085,0.1546250792011542,0.0,0.22134047684821798,0.2533454805760543,0.0,0.0,0.11224628492585599,0.0,0.0,0.0,0.7593580763062144,0.8844595313030116,0.8239221828163521,0.9857695513233211,0.08712929970154071,
0.347688442771234,0.0,0.02821278673121824,0.0,0.17635736789899317,0.0,0.04246164347221877,0.0,0.0,0.007080306154175741,0.0,1.0,1.0,1.0,1.0,0.02021839744032572,
0.45770003744575466,0.8514091347200043,0.8714788372675917,0.9712007591121067,0.6829660648385731,0.5527149278566206,0.6967197859182073,0.16529273438417247,1.0,1.0,1.0,0.0,0.2347800840773968,0.0,0.15530733503714525,0.832619845547938,
1.0,0.9136986392638231,0.7037098687947995,0.9166277973123,0.5849819220091177,1.0,0.92822517055006,1.0,0.9920913674113879,1.0,0.5090831208099862,0.6475543865319098,0.3137870687458181,0.027137992153709295,0.09351940411321397,0.7781567509498505,
0.5533389231001677,1.0,0.8600624894852137,0.869229557896418,0.9704323600539002,0.7280835228668061,0.7465582406199228,1.0,0.36136272376734224,0.8824630290479208,0.5116242859139801,0.0,0.4124972353420938,0.31915564736243296,0.517088964526101,0.8700121482468192,
1.0,1.0,0.9018651121659393,0.852948759229163,0.9118319856507053,0.6894312157773821,0.8536641380504782,0.36234785309858286,1.0,0.44118854672029806,1.0,0.0,0.0,0.0,0.16590181594452413,0.978618342232764,
0.5699890530842839,0.770552772221559,0.8255482082257254,0.9073239163653617,0.96263043336888,0.5511127018745354,0.673862715975707,0.1855751263979768,0.4737803247654693,0.5374885283803696,0.7421413010573471,0.4244446651514465,0.353429283381585,0.11424897441614305,0.09998007873937761,0.7991585642167236,
0.1745152278161446,0.5653557466832786,0.25762947741222236,0.520578534770428,0.6621400473305262,0.7610795290495853,0.37968303413035254,0.28734149259986663,0.6051427639750099,0.21158345491984554,0.29358800123618717,0.16892685957354853,0.507208227076754,0.35636555824871374,0.7903491807863873,0.46147936225293185,
0.3997899785744249,0.7873098298658049,0.6916618220772457,0.8037920609358681,1.0,0.9377450402989397,0.6225524044433224,0.68448454280758,0.7969568140883858,0.8203244204602527,1.0,0.0,0.0,0.17654109433238227,0.6028516308621416,0.7805291762864555,
0.0,0.26370864964309854,0.13842516290450335,0.10534785236266296,0.3933442412344537,0.07356670457900595,0.19449142231685795,0.0,0.7809072302265039,0.32730194807928337,0.37778309639460494,0.6715444640307519,1.0,0.9361499963099233,0.6633426037700227,0.11827442586893322,
0.33440596156425456,0.7466219521537633,0.8511376587237262,0.6273626695055367,0.705429620360577,1.0,0.6253769954678352,1.0,0.7641529270811146,0.9927648540989703,1.0,0.7450180375701301,0.09442226016266181,0.41163835429715634,0.27476375591300495,0.6399210213275238,
0.0,0.1160048980893895,0.032347958178173944,0.24806477993759962,0.0,0.6390546270215979,0.09417869588950248,0.0,0.0,0.0,0.014990638453737742,1.0,0.5443463581635453,1.0,1.0,0.1433532874090464,
0.9034150742663805,0.8822812344861575,0.82173121651795,0.9790083289926462,0.608482622911948,0.42152346665215834,0.9204594626989847,0.34861113913469777,0.5378521377731762,0.637945923930276,0.6238174688892915,0.0,0.0,0.0,0.15485450094112432,0.9446689170495839,
0.9486789132863169,0.6983725223119934,0.48001320562168,0.42073464956405326,0.6217567870539727,0.5113780960227078,0.6882476460267783,0.0,0.9863528005847252,0.289086668814715,0.18569252784961787,0.676407255519793,0.2800809625428806,0.5444953252736034,0.49269083269985087,0.5218483217500717,
0.3463420295827879,0.43434955110863444,0.31670563915355326,0.47663435187241726,0.3533588859106897,0.26405114531528723,0.5264052909394744,1.0,0.0,0.12055163210326564,0.2177371203308558,0.9695971648411782,0.9640213735712485,0.7729267418776171,0.925494670271415,0.4146619399905236,
0.08145625066225384,0.4416796597338376,0.14928883099059453,0.14632745856929663,0.5892414920645107,0.0,0.32907682223106216,0.0,0.6429185346736879,0.6844478456718506,0.0,0.5878938011098358,0.6373954108856875,0.8349596909114263,0.5152024716281657,0.26455561210462697,
0.47890147857709536,0.7559786829618024,0.6842891568277836,0.8759904261118123,0.5854078041654766,0.776814303522619,0.924712113331513,0.9591505123218484,1.0,1.0,1.0,0.46924788403997997,0.5907794525170804,0.4235266264248551,0.18529652400838142,0.7742336894342167,
0.06993313258233608,0.3815561835351353,0.29623349683290456,0.4313962446553521,0.1906786487172929,0.5685975605591012,0.41630507233021896,1.0,1.0,0.5077237240529129,0.1634209730444241,0.6563707786728923,0.8533233711984911,0.5065430061177507,0.587595420204707,0.45615033221654855,
0.3629214397141798,0.5523938426706583,0.5232221751432639,0.4929579883935398,0.5726577452228705,0.3636452409268448,0.5252658025881026,0.6028931591795332,0.979409786472188,0.38529216123905136,1.0,0.8735946782711523,0.07954448199226372,0.3330230608340806,0.38631988176508114,0.5684339488686485,
0.0,0.0,0.1292346622204891,0.0729441447792029,0.10690658900387863,0.24616047537648844,0.0,0.0,0.3078274713713942,0.435948039770815,0.0755712704128789,0.7161037737171996,0.6147937008083113,1.0,0.5678328465107347,0.018789800436355142,
0.503046659914773,0.6286288943184785,0.8118067694887858,0.4944838605857471,0.5499139688930413,0.1038937527628474,0.5641232317520177,0.786314358274794,0.25530693217077843,0.29836044169707565,0.1180497004010988,0.47647560062893995,0.534675107529778,0.45114735916245186,0.7594077603293492,0.6176354970758771,
0.1645286152265738,0.6650865181242743,0.6582761517873356,0.6387176057135079,0.945290353007396,0.0903171299620642,0.6788997491609144,1.0,0.6281795251818194,0.42945707927891147,0.9901879349180478,0.0,0.3426920747069203,0.3958852271059139,0.5508276624625985,0.6120957227224214,
0.2487311557039254,0.5189274174283869,0.5756727157122147,0.653922398780796,0.8955457593512974,0.7452662585754435,0.49231089699263464,1.0,1.0,0.6199268341346134,1.0,0.4335505715089487,0.7132447360787904,0.5150249505665804,0.7764265877724528,0.6169339968747569,
1.0,0.7767202527889092,0.7941432004286566,0.9104884816449799,1.0,0.7277793115486281,0.8283070774364085,1.0,0.8558349199070769,1.0,0.5020476847308104,0.2528152855252572,0.00965764869237945,0.0,0.22128096299347633,0.9437480785146242,
0.4544791790887217,0.5160818872321098,0.47939467629828714,0.5501438602235196,0.9753880284927119,0.9408949303589125,0.8171615005561533,0.9199838886926829,0.7292817827141318,0.46671129988559945,1.0,0.15005035280257162,0.295285881283366,0.2694777708659013,0.7209823215383018,0.6818202991034834,
0.06670044742929121,0.2975835809006947,0.44246828694068674,0.2284701860753752,0.43672744986209555,0.3353661236803154,0.2860678926729004,0.0,0.3833087995837471,0.21422823916453146,0.30298375921523796,0.4422145051785867,1.0,0.4938678721244556,0.30180742009604833,0.359507900573786,
0.2960845097111659,0.4698016381127183,0.5102531308503544,0.4062089779497541,0.7965121094233046,0.27707638968782744,0.5123102209057253,0.6268960722518355,0.9504402895251769,0.9608801835985435,0.9437637071785437,0.8857336549170629,0.7176018588989252,0.4971673140710184,0.26702393189429274,0.43703195379934145,
0.3040035986810936,0.6047158094397994,0.6664806772706622,0.7042300780162596,0.8942513548467724,1.0,0.5675201592581006,0.1552969093946972,0.8447305416694881,0.9675690772692871,1.0,0.8340839419372171,0.679441273036036,0.2622894809625455,0.20185035823589656,0.6976311959272649,
0.0,0.12680186955535122,0.1323359725120549,0.16884425038463202,0.0,0.05782453208063896,0.08779332771777128,0.0,0.0,0.4557643916908535,0.0,0.903932031150779,0.6401250493854207,0.9225980329032771,1.0,0.06022547162926983,
0.5981024335555932,0.795331685747312,0.49073187496993687,0.5981423384742269,0.5974974887261485,0.5585638266557449,0.7250370981935197,0.45247773122386825,1.0,0.8198723045935994,0.5356762042768727,0.2499806402926018,0.4225648904063825,0.16125016061219016,0.6040549447731122,0.6667667154456677,
0.8087169146204326,0.75212115680858,0.687622450116059,0.5537810029156829,0.6022635111919634,0.5684413390945999,0.6097924862328532,0.021969317986713532,1.0,0.24140077348691014,0.8088384425767701,0.5772874760718438,0.4344954622701225,0.5130190311730306,0.0,0.6706378696181594,
0.5408330042685201,0.04089104561944967,0.22644431434029952,0.18165564645561855,0.2277949405573468,0.06469042829865146,0.10517531215346403,0.0,0.24014825569136677,0.5874371100271675,0.0455633035420733,0.451511296904435,0.46243240163419747,0.6237418081736404,0.5555904538120877,0.2103825610738409,
0.0,0.044340589066066846,0.0,0.0,0.38544514698325627,0.0,0.14921831563482563,0.5062949489945154,0.05743798481092258,0.0,0.0,0.7893144340081872,0.8930962919044045,0.8108498191645607,1.0,0.1289262976548533,
0.5413478348949424,0.4692246015785063,0.09874652347658569,0.4341357382872449,0.23807787861693264,0.7240706459345775,0.38029517481740394,0.98796963568626,0.7406515717395195,0.16642743952064912,0.3168104756093616,0.5337664184129246,0.5792028811723818,0.5889334488282401,0.6811866971895306,0.31542835092418386,
0.5272767215050477,0.2835532686125103,0.3749254840381438,0.24892485919378976,0.11879937747764036,0.0,0.5237594614846378,0.0,0.0,0.4878641993713142,0.0,1.0,0.8075929521743621,0.8228452176325347,0.6427030887396199,0.3637107709426226,
0.3905600852605181,0.5880169766241774,0.7683733803749473,0.5764252015904378,0.4025858333587491,0.9777874627259289,0.5266491449121165,0.0,0.15640020730527782,0.37025363051264826,1.0,0.3791770934031833,0.38658131407493496,0.3642441361420753,0.7495728529416672,0.5701967704178796,
0.8391256127086726,0.615682031957987,0.3819024962643742,0.5784457471504718,0.6487548035965693,0.6283457929181285,0.3518639364651541,0.047312533565329884,0.0,0.9036337847102223,0.17090117456043624,0.5041734659853113,0.5566855970477139,0.6726671247177813,0.8505558542422199,0.43860151346232035,
0.6635392690929778,0.9620594077352127,1.0,1.0,0.702111744144966,0.6172678548366262,0.9218013932030249,0.40236935339423585,0.8648211627177985,0.5567533137237662,1.0,0.0,0.08684395291347953,0.0,0.4113686114123418,0.9883738380592262,
0.4913498942196345,0.06309170863130775,0.0,0.02716427460409991,0.09008815609375033,0.0,0.14954454681357124,0.0,0.0,0.44234627938614635,0.37379090898630507,1.0,0.7824654568386107,1.0,1.0,0.10204481074802807,
0.08055894253007642,0.2526763132180075,0.11161893661461465,0.32119673121728737,0.0,0.0,0.10110807540200788,0.07505263941275303,0.6110588105475264,0.23847495005223307,0.19285597669450452,0.18178932107949997,0.732936589682108,0.6165447538396287,0.5460559756872118,0.2088767560948347,
0.5504640629494413,0.05885287144856201,0.326144831656757,0.25217752935339655,0.0,0.2754784317368974,0.030634554332700764,0.4757951764349221,0.3867476527754151,0.5044419357451175,0.13450943209094074,1.0,0.4871826606099867,0.7558459081258095,1.0,0.16130951788499626,
0.5794066160385992,0.5353708130030147,0.4724252683625296,0.7483100589038849,0.6337712699606622,1.0,0.7324266311330853,0.5285304892358246,0.4456663886807196,0.6703105067817754,1.0,0.6363715417858864,0.0,0.4245548150822518,0.6992778963354909,0.6531083254653984,
0.44270178609382455,0.13701368390408064,0.24570994115641312,0.14538640791680796,0.1517682029443172,0.7253780078355412,0.39721540710974296,0.0,0.0,0.36352575748420546,0.8554480863782762,0.3170260250199942,0.5571033795358198,0.8961311283765265,0.7398978720952273,0.2532916025397821,
0.8253757558606348,0.35309721596464977,0.48133832309313224,0.414191662651118,0.33422141597888905,0.40893789391820135,0.4435571055507376,0.2694494668118834,1.0,0.7212293768324883,0.7621218615872949,0.2773836356458793,0.5943025781108292,0.6453610004644273,0.7819851367199927,0.4663107728563063,
0.10450300668048376,0.34193978436631595,0.3529367845331599,0.13687753768817285,0.5079063293694663,0.1810527797964464,0.239805144623749,0.17317505888083906,0.35569303442471506,0.3777117641053629,0.2420590274934292,1.0,0.8552075178307191,0.7161455877206052,0.6855954838017144,0.24442559200160274,
0.438724337261576,0.10431868303426696,0.02623878970542995,0.0267845400472565,0.4297089141483331,0.6109997509310977,0.029810445581101547,0.0,0.0,0.0,0.678796349545559,0.3004206725118139,1.0,0.679610760633434,1.0,0.15896958364551972,
0.17023063745455158,0.06282543677873956,0.03785263441187775,0.18758438413561773,0.0,0.2802795711108183,0.11626600955977237,0.08962773148244244,0.7682811010289301,0.17048470564659068,0.5352952251276086,1.0,0.5296995107617135,0.9988688798378625,0.651795868912169,0.11037514116430513,
1.0,0.49178229808445295,0.5795427253234601,0.5362494736356996,0.6387537537663609,1.0,0.5877132917507152,0.17461974775451083,0.3779675280081881,1.0,0.18882873460442434,0.011052598409278802,0.007374942839558252,0.42595442813056966,0.2556663351052495,0.6563295894652734,
0.0,0.2168884518714285,0.0627326208251312,0.20651433331293922,0.3651265159749195,0.0,0.2992813082762481,0.0,0.0,0.0,0.0,0.8374913317927081,0.879114226473039,1.0,1.0,0.1381829513486138,
0.0,0.24082421326692438,0.017870548037462658,0.18427331973467398,0.06866250907361857,0.0,0.19066100386216783,0.5137444987104427,0.0,0.6136730331361984,0.5018402686997829,0.40874689276459986,1.0,0.805942527929302,1.0,0.1965823616800535,
0.09625869753162797,0.3812921220789166,0.2722392702385312,0.30997723787773807,0.434292244861437,0.824181762881464,0.4725148815578836,0.6777643005927938,0.4657701733077557,0.8332535246951567,0.35879499935911346,1.0,0.8917805115628087,0.5168089680596705,0.8591042182304005,0.3687251706609641,
0.381947271096868,0.7572118633652466,0.696594254406232,0.8230521173941291,0.9915275062581006,0.38648370669147714,0.8260667785064364,1.0,0.37597357345996574,1.0,0.9417375818634399,0.0,0.16015120292069865,0.26251492652848435,0.0,0.8209932298479351,
0.4386706105144184,0.10433058578190359,0.0,0.014425359369313329,0.4237477772207266,0.186006587489281,0.0,0.0,0.026095222204255336,0.0,0.0,0.8900382594372704,0.7029674669262999,0.9383543243237333,1.0,0.09710127579306127,
0.6001957091938759,0.8813248715995995,0.902171139262125,0.9725069978374562,1.0,1.0,0.8346876763671375,0.40372595753035223,1.0,0.43023624464137344,0.8008394226593489,0.0,0.5082587612348353,0.34802506884057194,0.3463419045845339,0.8379449074988039,
0.0,0.0076760722963078315,0.0,0.0,0.11468085410920358,0.0,0.033786834522138195,0.2709533447175278,0.46926992762279274,0.0,0.00524918758372496,1.0,1.0,0.8940315049908699,1.0,0.09609840789396307,
0.7655287578006983,0.8013225993990145,0.9689857827761944,0.9032936035194011,1.0,0.6878539509689967,0.9120733992324399,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03296683654850102,0.9764594650133958,
0.0936130833948009,0.307038374508634,0.6827888556509393,0.5763519935451191,0.2181108052385916,0.0,0.6188182520802188,0.16274011332945937,0.0,0.6793101202623903,0.0,0.24422130791571478,0.9019226489176947,0.5871339081419025,0.5487181431976434,0.4686512016477016,
0.8848878415417811,1.0,0.8116015273912363,1.0,1.0,1.0,0.8213491929272069,1.0,1.0,1.0,0.7872533565657788,0.0,0.22206177303696614,0.17724765229438535,0.0,0.9767610881903371,
0.8379316190221537,0.4309872947983211,0.819690782060567,0.6393629259355749,0.6426016422190218,0.38447134002108796,0.7508046880787723,0.2817952854698176,1.0,1.0,0.9732611589142935,0.4183221831264008,0.05669240605925813,0.38411999592338325,0.343289475711185,0.604845519745046,
0.4717800164665974,0.7117551286154513,0.6738322060752575,0.6383688577437963,0.6970529625976917,0.48308753222874984,0.7467648024302715,0.09778446180664968,1.0,1.0,0.8076193116619577,0.689942891565535,0.6214045781741226,0.10494533822276253,0.37063513966593353,0.7392635793983017,
0.4873823930964134,0.21482789321439005,0.0867163687080632,0.0,0.09908663056750099,0.0,0.0,0.6686377524470654,0.0,0.1914169086089641,0.0,1.0,1.0,0.8926726707782444,1.0,0.039187792254320675,
0.0,0.24404178099997498,0.15456730133294205,0.33792489675922344,0.0,0.17159486144169755,0.20686787084753405,0.2915601912432593,0.03663915860277103,0.5098585980101217,0.0,0.8806570814167975,0.50703864338477,0.6246766489263301,0.9694077444337501,0.2828069625764096,
0.5302081157955476,0.054154636822920085,0.27052698558294375,0.0013938126045388438,0.2166633513784848,0.3913114447108812,0.0032290567448841206,0.018079856197162486,0.7642363105814987,0.0,0.0,0.9903176012253102,0.8295180404009592,0.9992791383403922,1.0,0.1201965612131689,
0.1153784776115794,0.25596567970302286,0.2898253572336298,0.32258563565273474,0.644514954892909,0.5092568684186005,0.2585866900196383,0.0,1.0,0.0,0.5824858057783304,1.0,0.8322989599747173,0.6730815785443035,0.45101219201526166,0.29614019752214493,
0.0,0.19320157034548802,0.1875134620748806,0.24712056893375142,0.38286757678899397,0.4601705314019219,0.2586210165735032,0.0,0.0,0.0,0.19731348427695838,1.0,0.7149112938172635,0.6890572679694761,0.7966190833183997,0.11872771895424405,
0.14565834299293645,0.4771696782404733,0.49658509804423606,0.4260763828970019,0.428143007274551,0.14981547726883002,0.33459193030973966,0.7529937355825703,0.0,0.6491655476748113,0.0,1.0,0.9219165878507253,0.5024197441375263,0.7888318182339848,0.317983179393976,
0.4164707613962775,0.29539801565648727,0.25251730584626275,0.49624073233477695,0.4630017736771977,0.935902060224525,0.578227238792707,1.0,0.0,0.8963447451750285,0.08220348624140161,0.5347559623908367,0.7865141190262762,0.4671853783162228,0.6414387541509672,0.41426299451466997,
0.0,0.0,0.0,0.021439206803250004,0.0,0.0,0.11997451207637504,0.0,0.0,0.0,0.0,0.5324139861144086,1.0,0.7963445936408496,1.0,0.06414749634878436,
0.7699692669370501,0.7174154105643659,0.6980292486949607,0.8340010422042051,0.5944403574359991,1.0,0.7112721159087861,0.5484465806935219,1.0,0.8006196856711757,0.19706414415983747,0.20692570584614522,0.527161628221634,0.3850266899256657,0.6572537576927024,0.6924721193700198,
0.3500410999339434,0.6595511920939517,0.5481440496080547,0.5886843782966198,0.8942350645310989,1.0,0.6895423819412667,0.372155435274384,1.0,0.7190715496121295,0.4755972688185022,0.0,0.644098482662859,0.43424077808307004,0.6737968853440759,0.5666014542065752,
0.4886100103483883,0.3710737434368521,0.17368902393995816,0.3556290706597347,0.3005588474350859,0.23658178742452007,0.3249323016385028,0.0,0.0,0.03678459262371961,0.893276633884637,0.2951003592757997,0.6024756236527387,0.555031734937324,0.5928763685064447,0.2653894909394454,
0.3615417113264481,0.6840986350067276,0.6820189334847311,0.4880773192395311,0.18108177525495872,0.8807616565817082,0.5778303536958433,0.043511040905507115,1.0,0.08350483463323499,1.0,0.2257566667715209,0.4263276502669228,0.5949345572438262,0.6258589655682689,0.5232480534666997,
0.4880184477580769,0.13755102792417964,0.0,0.20924861973102676,0.2877324887502273,0.32276059772322946,0.0,0.0,0.0,0.4480348100070976,0.3546277204216633,1.0,1.0,1.0,1.0,0.09394051075844168,
0.6792393930860482,0.40931315295710047,0.35250219252531534,0.5285776581173158,0.808846133284806,0.9713719783868888,0.7326227553558897,0.0,0.0,1.0,0.3225072034278993,0.4947981331875726,0.8003605131843745,0.38423291833819007,0.5633854790240862,0.5759464955561793,
0.8400878048450008,1.0,0.9420449713397323,0.850553138972119,0.7646365904823098,0.668000147117694,0.9402851091841248,1.0,1.0,1.0,1.0,0.0,0.0,0.036215890367092364,0.22726319562418323,0.9292961975762141,
0.13487173119050988,0.24775404416240346,0.252277963586123,0.41165957691429333,0.3744338172825347,0.0,0.17517262634608305,0.1409449355611727,0.7557782754454232,0.5261207215778723,0.5889460134978663,1.0,0.5154101636000132,0.7007335603255115,0.7178472654147627,0.31856895245132366,
0.883079631025636,0.8318837848417144,0.565285754569596,0.7553948817907962,0.7825891749004307,0.7540672804962186,0.7608695049417984,1.0,0.0,0.2795504927282244,1.0,0.0,0.34516610661437086,0.2205339306929611,0.14299801126422956,0.6674103799636817,
0.3134542970543668,0.0,0.3035247992392679,0.11514154901007317,0.13352103401750495,0.17504966319357942,0.18128292256142012,0.0,0.0,0.0,0.0,0.936684616525186,0.7262644697447093,1.0,1.0,0.13179786240439217,
0.8244404966299829,0.7586262204787885,0.9396013438194343,0.8325121494891213,0.9071775675124263,0.5150050648006828,0.6706104736787115,0.30407534086855986,0.69525013226306,1.0,1.0,0.0,0.0,0.44312786324474096,0.3148957033583487,0.7163272041185655,
0.019576992334811638,0.3519212699976698,0.3557487547949183,0.17603177499814127,0.11631826106548715,0.0,0.19075865406304937,0.0,0.0,0.4934199534516298,0.0,0.22485653765562302,0.4252493447538632,0.6372103554360525,0.5415441681684293,0.2894060929472011,
0.0,0.27338455724278665,0.41228184437584314,0.19338473909575557,0.5030173189051551,0.07153028310326667,0.0494633939200394,0.05729924667549233,0.0,0.17593902052521276,0.387348141998467,0.7692899053588211,1.0,0.9707145669126351,0.9864698179324888,0.18319136200711683,
0.5772293559381774,0.45392035626328764,0.5391392215277945,0.6478333966304353,0.4316305096087696,0.15882005855697717,0.7251984103636967,0.8750030523555347,0.7755662744916425,0.9082617309798914,1.0,0.39330704295856533,0.71081390128928,0.580054669470359,0.22158998534673321,0.5865129348100832,
0.1168983699992084,0.029677796562862457,0.03756260459736868,0.15140647437686217,0.0,0.5422162426808359,0.15683215922093247,0.0,0.5407308985212861,0.3160592399396482,0.2513710066915712,0.7600897988599546,0.7431242274328504,1.0,1.0,0.020107546187493552,
0.3935675390269958,0.8803492443284274,0.8026616205435808,0.9483663557554581,0.7004005394323909,0.8010596264620746,0.8339608445893264,0.33274656870941627,1.0,1.0,0.25422208918250144,0.0,0.0,0.35367761265793385,0.31148178017384864,0.8289400292173631,
0.4224758537018504,0.01603341639181787,0.14364699718452947,0.0,0.0,0.0,0.058368601659532664,0.0,0.661298096823477,0.536297827747718,0.0,0.6215249380984986,0.6928595180256141,0.8122501426440303,0.7666069582191736,0.004695476192547066,
0.6299305251284031,0.7991330683001563,0.5498555908308282,0.6760001134948905,0.9871420291978933,0.8584084201258391,0.7791634035132693,0.7481882156522011,1.0,0.7753449069458518,0.08698046494759915,0.0,0.2479068937903453,0.3626943322332804,0.5506053918272962,0.6778165367962301,
0.1917854865056625,0.34562896299781276,0.40334794462236234,0.2151860323671597,0.6150825460179542,0.4316369880468673,0.39954731385944947,0.3472019837480421,0.6662370689219757,0.5676064409701668,0.8007308661971176,0.3034187301909069,0.7754530976598489,0.7013434320501777,1.0,0.27000797319216485,
0.3797792469466941,0.9089206220477235,0.9079016312055112,0.6073419065918695,0.7286898197117365,0.9701582823521229,0.8161655476575541,1.0,1.0,0.5272174405010933,0.7331592437437829,0.5109846086591471,0.0,0.14240229691748404,0.24888163428969812,0.7351940221225949,
0.7806097639523997,1.0,1.0,0.9167881044329486,1.0,1.0,1.0,1.0,0.8218972621987529,0.5524373150644255,1.0,0.0,0.0,0.2057066471910713,0.42485529257644633,0.9621885451174382,
0.3752612776890546,0.3166665376340949,0.03828220833369836,0.2530972458468224,0.2824982322605237,0.07606194933399804,0.10207606733627869,0.0,0.015846799972320053,0.17740932868792061,0.36695788671359797,1.0,0.60899971763372,0.6828283604476352,0.34778783636795313,0.24875314351995803,
0.16294470850245335,0.48897314436891004,0.686670033348317,0.6146514835300105,0.7704054293058779,0.8665903255298444,0.6973902734253994,0.8801979214797362,1.0,1.0,0.6888896505080414,0.5313950235813927,0.060570957056902075,0.6232532966655049,0.1143665033697222,0.5761573344178369,
0.8083544082402718,0.7076074015165902,0.5336470147522325,0.5010975476714331,0.3031490497610386,0.8605364175677831,0.5759441312017756,0.8869724386934061,1.0,0.20328404103800135,1.0,0.30014234932845374,0.25606633644804644,0.5851829729692726,0.8201054905175365,0.592041931271839,
0.3012549017815767,0.6287137106935874,0.3912397501255611,0.617526106948125,0.8079174297894851,0.7715103360368664,0.5441451740921559,0.41088348198887537,0.3969726667572774,0.6709349055830889,1.0,0.9512088060770234,0.07950119797083471,0.30039705206740197,0.10201651950488899,0.5722519057908734,
